file_id,filename,file_size,file_type,user_priority,time_sensitive,network_condition,chunk_size,upload_time,optimal_priority,success,actual_speed,transfer_time,error_count,retry_count,wait_time,context_tags,hour_of_day,day_of_week,file_extension
file_000248,asap_request.doc,746849,emergency,2,immediate,fair,746849,2025-11-08T04:11:49.241238,172.8,True,9320158.52908028,0.0743159681222186,0,0,25.43566327111596,"critical,deadline,time_critical",4,5,.doc
file_000249,compressed.7z,702789100,archive,3,normal,fair,4194304,2025-11-03T10:23:49.241430,18.0,True,10241419.327720344,62.18891194015283,0,0,67.01239770302654,,10,0,.7z
file_000250,presentation_581.txt,403064,document,1,normal,critical,403064,2025-11-03T20:51:49.241620,74.88,False,686574.6109423639,1.1237523826467861,3,3,27.30512011410269,,20,0,.txt
file_000251,urgent_document.pdf,3905,emergency,5,urgent,critical,3905,2025-11-04T08:05:49.241810,200.0,True,666460.9495895051,0.006403054524089156,0,0,230.1083460924656,"critical,deadline,high_priority,time_critical",8,1,.pdf
file_000252,movie.mov,1100395402,video,5,urgent,poor,1048576,2025-11-01T20:36:49.241996,37.044,False,1852114.5229012799,1204.938206931512,4,4,49.1523084480447,"high_priority,time_critical",20,5,.mov
file_000253,report.odt,16980,document,4,urgent,good,16980,2025-10-25T14:30:49.242198,161.27999999999997,True,27993365.401585974,0.0006258700798503995,0,0,93.74756895355185,time_critical,14,5,.odt
file_000254,source_code.gz,339100898,archive,5,urgent,critical,1048576,2025-10-27T19:50:49.242434,24.695999999999994,False,436391.9753424102,1591.1017475419312,4,4,43.588326055616754,"high_priority,time_critical",19,0,.gz
file_000255,source_code.rar,4017,archive,2,flexible,poor,4017,2025-11-14T01:14:49.242637,19.968000000000004,True,2344147.82297366,0.00178235890567626,0,0,132.85735163051524,,1,4,.rar
file_000256,demo_v8.avi,36982550,video,4,normal,fair,4194304,2025-10-24T03:43:49.242838,36.0,True,7458658.593614116,4.515150286919792,0,0,21.260498957777184,,3,4,.avi
file_000257,analysis.pdf,5233360,document,4,urgent,critical,1048576,2025-11-06T17:07:49.243043,192.19199999999998,True,716487.6280459487,6.812166394102839,0,0,239.2103986807472,time_critical,17,3,.pdf
file_000258,call.flac,5723459,audio,2,normal,good,4194304,2025-10-21T04:03:49.243252,44.00000000000001,True,16043993.362563586,0.37568305476468433,0,0,144.26810545578743,,4,1,.flac
file_000259,training_520_v9.webm,1079782612,video,4,urgent,fair,2097152,2025-10-24T01:47:49.243465,45.35999999999999,False,6937756.1973529775,405.7967053824718,2,2,151.23615269950352,time_critical,1,4,.webm
file_000260,call_v8.wav,14693110,audio,1,flexible,poor,14693110,2025-11-05T21:44:49.243680,16.799999999999997,True,1945361.3669420918,7.112798646654084,0,0,206.8635869269975,,21,2,.wav
file_000261,source.html,5401336,code,2,flexible,good,4194304,2025-10-23T21:46:49.243882,52.800000000000004,True,22892242.35666717,0.23427994683778142,0,0,198.30084557774484,,21,3,.html
file_000262,picture_v2.png,3429028,image,5,normal,critical,3429028,2025-11-11T21:59:49.244084,120.11999999999999,False,529738.5395773082,13.377008482527348,3,3,240.29001197142063,high_priority,21,1,.png
file_000263,library.java,8869242,code,2,background,poor,1048576,2025-11-02T03:31:49.244327,42.9,False,2115760.643810862,11.877208202149545,4,4,74.03584093615815,,3,6,.java
file_000264,source_code_480_v7.rar,1238268,archive,5,urgent,good,1238268,2025-10-27T09:42:49.244545,43.11999999999999,True,22164379.887443103,0.05600576803554555,0,0,235.52738215616256,"high_priority,time_critical",9,0,.rar
file_000265,thumbnail.tiff,411660,image,3,normal,excellent,411660,2025-11-05T22:30:49.244796,72.0,True,41739860.83974773,0.00966198756254253,0,0,6.179971727366684,,22,2,.tiff
file_000266,manual_20250530.txt,727295,document,2,background,good,727295,2025-11-15T02:48:49.245045,38.400000000000006,True,16533207.798392555,0.04077499617092148,0,0,119.05298606939313,,2,5,.txt
file_000267,source_code_v8.rar,121500410,archive,1,normal,fair,4194304,2025-10-25T10:45:49.245258,10.799999999999999,True,10858054.037447177,11.383046391395377,0,0,148.01441697075563,,10,5,.rar
file_000268,contract.pdf,8942,document,5,normal,good,8942,2025-10-24T07:01:49.245465,134.39999999999998,True,23804459.780409586,0.000339434804225501,0,0,55.27710662568327,high_priority,7,4,.pdf
file_000269,file.dat,372450,other,5,normal,critical,372450,2025-10-19T05:49:49.245652,87.35999999999999,True,652408.7387792331,0.566823180459552,0,0,210.72405330741492,high_priority,5,6,.dat
file_000270,conference.webm,2025736,video,5,normal,good,2025736,2025-11-12T12:20:49.245837,46.199999999999996,True,22222492.60622979,0.09598261647381086,0,0,99.14531747472911,high_priority,12,2,.webm
file_000271,screenshot_91.bmp,143000,image,1,flexible,fair,143000,2025-10-30T07:39:49.246027,34.559999999999995,True,8092860.353423603,0.019265847599619343,0,0,35.01235783100791,,7,3,.bmp
file_000272,thumbnail.gif,37742,image,2,flexible,fair,37742,2025-11-12T17:47:49.246213,46.080000000000005,True,10422782.759678924,0.003287392183089598,0,0,206.95075699718944,,17,2,.gif
file_000273,video.mov,4359626,video,2,normal,critical,1048576,2025-10-24T15:36:49.246447,34.32000000000001,False,530971.6790983246,14.930208222882957,2,2,39.16308447425846,,15,4,.mov
file_000274,photo_20250630.png,5340247,image,3,normal,fair,2097152,2025-10-25T10:47:49.246671,66.0,True,9398774.643509228,0.6248119407678367,0,0,67.34359069024431,,10,5,.png
file_000275,immediate_action_713_v9.doc,97456,emergency,5,immediate,poor,97456,2025-10-19T18:08:49.246871,200.0,True,2969998.663284132,0.03317853566815846,0,0,18.39258486987515,"critical,deadline,high_priority,time_critical",18,6,.doc
file_000276,call.ogg,3419609,audio,2,normal,poor,3419609,2025-10-17T14:31:49.247063,57.20000000000001,True,2465762.772741465,1.5101607718649261,0,0,53.81004687751264,,14,4,.ogg
file_000277,recording.webm,21210763,video,1,normal,poor,4194304,2025-10-28T03:50:49.247259,12.6,False,2129105.769676687,25.53664421172137,4,4,138.60853722864823,,3,1,.webm
file_000278,clip.mov,4270405,video,3,normal,critical,4194304,2025-10-20T12:01:49.248524,42.9,True,398899.68931369716,10.427871356291497,0,0,67.95793462913957,,12,0,.mov
file_000279,specification.txt,6665339,document,1,background,excellent,4194304,2025-11-08T20:23:49.248890,26.4,True,50077714.9905385,0.12010316465834955,0,0,91.22432173677886,,20,5,.txt
file_000280,emergency_report.doc,33430,emergency,3,urgent,critical,33430,2025-11-11T08:40:49.249149,200.0,True,555413.0813620939,0.0636187105369172,0,0,214.64491093080758,"critical,deadline,time_critical",8,1,.doc
file_000281,backup.7z,7596,archive,1,normal,good,7596,2025-11-03T13:07:49.249357,14.399999999999999,True,15980418.586986406,0.0005033156913185085,0,0,257.81197429346236,,13,0,.7z
file_000282,music.ogg,2408205,audio,4,urgent,critical,1048576,2025-10-26T14:45:49.249546,120.11999999999999,True,464035.2335515479,5.688986074595494,0,0,123.45674679504727,time_critical,14,6,.ogg
file_000283,analysis_253.pdf,29962,document,3,flexible,fair,29962,2025-10-26T07:04:49.250080,76.80000000000001,True,11589422.775682481,0.0024727783562801717,0,0,292.5636600865927,,7,6,.pdf
file_000284,graphic_v3.png,143476,image,5,urgent,fair,143476,2025-11-08T08:42:49.250535,141.11999999999998,True,9277066.47883464,0.014078239411198106,0,0,31.66955592251672,"high_priority,time_critical",8,5,.png
file_000285,analysis.odt,37017467,document,3,flexible,good,1048576,2025-11-07T15:48:49.250910,64.0,True,24401732.097871073,1.6289777918075214,0,0,22.096316066504407,,15,4,.odt
file_000286,conference_768.wmv,45712962,video,5,normal,good,8388608,2025-10-28T06:18:49.251222,42.0,True,12522722.568643576,3.8815907731029813,0,0,201.66133257941712,high_priority,6,1,.wmv
file_000287,banner_v7.tiff,128991,image,3,normal,fair,128991,2025-11-05T18:06:49.251679,72.0,True,13604352.435149424,0.00983514454239432,0,0,26.094554026298123,,18,2,.tiff
file_000288,demo_v2.mov,602794572,video,2,flexible,good,2097152,2025-10-22T16:01:49.252032,17.28,True,13107580.023041047,45.99935264740735,0,0,5.889314433680337,,16,2,.mov
file_000289,source_code_v2.tar,174929,archive,4,urgent,critical,174929,2025-11-01T07:43:49.252405,52.41599999999999,True,452703.30266036675,0.3547536382605717,0,0,59.67827601075493,time_critical,7,5,.tar
file_000290,package.rar,1047565071,archive,2,normal,excellent,1048576,2025-10-18T13:18:49.252752,14.4,True,55254404.354596816,17.81083555797696,0,0,178.35639709286986,,13,5,.rar
file_000291,project_files_666.gz,970436705,archive,4,urgent,good,1048576,2025-11-07T19:11:49.253090,30.239999999999995,False,17935470.717231147,137.71663019043876,4,4,28.026023240049202,time_critical,19,4,.gz
file_000292,photo_v9.tiff,1474014,image,2,flexible,fair,1048576,2025-10-17T23:46:49.253395,42.24000000000001,True,7409852.300506382,0.18274838423745565,0,0,216.39270256571095,,23,4,.tiff
file_000293,backup_878_20250819.7z,89937,archive,5,normal,excellent,89937,2025-11-06T16:33:49.253758,33.599999999999994,True,57549293.54671168,0.0015798288121772932,0,0,188.22431399566858,high_priority,16,3,.7z
file_000294,contract.pdf,323178,document,4,normal,critical,323178,2025-11-10T14:41:49.254103,149.76,False,459529.15125335887,1.10925447459419,4,4,175.80979280682786,,14,0,.pdf
file_000295,call_20241226.flac,3793560,audio,5,normal,excellent,3793560,2025-10-24T06:00:49.254475,77.0,True,50950781.51547556,0.06703180624278972,0,0,201.49083214454018,high_priority,6,4,.flac
file_000296,podcast.aac,41341623,audio,4,urgent,excellent,16777216,2025-10-17T02:09:49.254774,84.0,True,55283401.594650194,0.7646310382201598,0,0,290.4561186218464,time_critical,2,4,.aac
file_000297,manual_799.pdf,4414,document,4,normal,critical,4414,2025-11-07T16:09:49.255197,149.76,True,671761.9528226212,0.006656051786659091,0,0,256.5022447577064,,16,4,.pdf
file_000298,demo_20250227.webm,15688979,video,5,urgent,critical,8388608,2025-11-15T14:21:49.255758,41.16,False,482407.4331054586,60.451588582102325,1,1,77.69376874962138,"high_priority,time_critical",14,5,.webm
file_000299,function.cpp,133006,code,4,urgent,critical,133006,2025-11-03T19:18:49.256142,196.56,True,560587.9185524579,0.24331739312412354,0,0,207.05231061053198,time_critical,19,0,.cpp
file_000300,alert_notification_v6.txt,196728,emergency,4,immediate,poor,196728,2025-10-19T04:44:49.257117,200.0,False,1812905.2938397184,0.237333025797003,2,2,113.38062268769498,"critical,deadline,time_critical",4,6,.txt
file_000301,chart.jpeg,114276,image,1,flexible,good,114276,2025-11-10T05:01:49.257591,34.559999999999995,True,16214886.39222292,0.006844677227181566,0,0,211.11528648963886,,5,0,.jpeg
file_000302,presentation_v3.docx,18515033,document,4,urgent,good,16777216,2025-10-29T01:48:49.258002,134.39999999999998,True,18054953.424940214,1.0226469652303336,0,0,45.66281132623181,time_critical,1,2,.docx
file_000303,proposal_995.docx,28991498,document,3,background,poor,2097152,2025-10-30T14:04:49.258357,28.0,True,2352612.6751395804,11.770210475463664,0,0,10.344794567824655,,14,3,.docx
file_000304,logo_534.bmp,7593113,image,1,normal,poor,1048576,2025-11-08T22:54:49.258767,51.480000000000004,True,1978470.4774491908,4.171835583942597,0,0,180.95151176206497,,22,5,.bmp
file_000305,source_code_v1.rar,858889387,archive,2,background,good,4194304,2025-10-28T18:11:49.259221,7.2,True,13618637.315400269,67.4902926352262,0,0,290.37634949584947,,18,1,.rar
file_000306,demo_v5.mp4,630555661,video,4,normal,fair,16777216,2025-11-02T03:42:49.259660,32.4,True,10303676.444111757,57.64603339383162,0,0,275.1889233862254,,3,6,.mp4
file_000307,compressed.tar,12565,archive,2,normal,critical,12565,2025-10-20T17:02:49.260094,24.960000000000004,False,559111.8681934393,0.06683016231790569,4,4,280.98224441946945,,17,0,.tar
file_000308,training.avi,21265264,video,4,urgent,excellent,1048576,2025-10-25T20:18:49.260471,50.4,False,49179407.29860495,1.1677754675824663,1,1,217.21202642007052,time_critical,20,5,.avi
file_000309,presentation.txt,671792,document,3,normal,fair,671792,2025-10-31T12:00:49.260998,96.0,True,9469528.407239966,0.07386425308039524,0,0,102.27598332988865,,12,4,.txt
file_000310,analysis.txt,54514835,document,3,normal,poor,8388608,2025-10-30T21:59:49.261460,56.0,False,1842149.387310392,59.60321687981513,2,2,40.22496313086725,,21,3,.txt
file_000311,graphic_v6.gif,45408,image,5,urgent,critical,45408,2025-11-15T11:52:49.261932,183.456,True,599599.6472538324,0.08282001677090481,0,0,203.20478193662817,"high_priority,time_critical",11,5,.gif
file_000312,source_code.gz,2005356,archive,2,background,poor,2005356,2025-10-22T05:02:49.262326,11.440000000000001,True,2019828.825678383,0.9108650325712889,0,0,184.11156174812027,,5,2,.gz
file_000313,contract_738.rtf,11323,document,1,background,fair,11323,2025-11-05T18:04:49.262840,28.799999999999997,True,11990053.748739433,0.0010140532770379085,0,0,229.49117858781693,,18,2,.rtf
file_000314,contract.doc,8743,document,4,urgent,poor,8743,2025-10-24T04:49:49.263226,200.0,True,1887750.9505257583,0.004867721453483889,0,0,60.68273057516132,time_critical,4,4,.doc
file_000315,sound_892.aac,62336577,audio,2,flexible,poor,4194304,2025-10-30T16:33:49.263617,22.4,False,2359157.2704659635,60.408485052992894,3,3,285.085833852578,,16,3,.aac
file_000316,summary.rtf,285195,document,1,background,critical,285195,2025-10-25T17:02:49.263999,37.44,True,667060.4060110977,0.444045278456932,0,0,156.9882839860203,,17,5,.rtf
file_000317,document_v1_20250305.rtf,4083,document,4,urgent,poor,4083,2025-10-21T08:37:49.264463,200.0,False,1922427.5558619306,0.00598047089898615,3,3,52.709266117222775,time_critical,8,1,.rtf
file_000318,data_export_713_20250429.tar,292135,archive,2,normal,fair,292135,2025-11-07T23:27:49.265114,19.200000000000003,True,8651952.861234926,0.03319638310247752,0,0,218.1093003081851,,23,4,.tar
file_000319,clip_617.webm,2491290,video,4,urgent,good,2097152,2025-11-01T01:42:49.265514,55.44,True,20376851.02841258,0.11052300274725531,0,0,150.55546302264014,time_critical,1,5,.webm
file_000320,banner.png,28513,image,4,urgent,excellent,28513,2025-11-07T12:25:49.265923,120.95999999999998,True,61230135.97191798,0.0004476631044259619,0,0,214.0466857471397,time_critical,12,4,.png
file_000321,guide.doc,12981117,document,3,flexible,excellent,1048576,2025-11-06T11:48:49.266279,64.0,True,52837659.15733701,0.24744508885077493,0,0,113.9706155885073,,11,3,.doc
file_000322,movie_60_20250824.webm,3331431,video,3,background,excellent,3331431,2025-10-28T18:52:49.266742,16.5,True,47184067.809808135,0.0688525491643325,0,0,278.7304417918029,,18,1,.webm
file_000323,archive_364.rar,15119,archive,2,normal,excellent,15119,2025-10-24T18:05:49.267155,19.200000000000003,True,43220695.64441179,0.0003805945707787823,0,0,1.0462805335427872,,18,4,.rar
file_000324,video.mov,5435751,video,3,normal,good,1048576,2025-10-18T00:33:49.267463,33.0,True,12907509.576487495,0.39952674089279155,0,0,18.640072840126475,,0,5,.mov
file_000325,call.wav,11853990,audio,1,normal,excellent,11853990,2025-11-13T13:49:49.267723,30.0,True,64334706.64628234,0.18730287442884405,0,0,295.7804436182818,,13,3,.wav
file_000326,conference_20250427.flv,171258243,video,2,normal,fair,2097152,2025-11-12T17:01:49.268072,21.6,False,9116664.918905912,50.491165732143,2,2,249.0779498048666,,17,2,.flv
file_000327,image_258.jpeg,40230,image,5,normal,critical,40230,2025-11-13T04:38:49.268442,131.04,False,390862.71184159705,0.18261874412199272,2,2,179.8932223098944,high_priority,4,3,.jpeg
file_000328,backup_980.7z,45878,archive,1,normal,poor,45878,2025-11-07T01:10:49.269120,18.72,True,2317382.839962795,0.019231877309900895,0,0,125.60243515081925,,1,4,.7z
file_000329,report_472.pdf,179472,document,1,flexible,excellent,179472,2025-10-26T03:12:49.269401,46.08,True,55869399.71363035,0.002972732492799909,0,0,195.1377297355701,,3,6,.pdf
file_000330,alert_notification.pdf,13561369,emergency,5,immediate,excellent,8388608,2025-10-25T17:01:49.269588,200.0,True,67877075.21300505,0.19385715651291008,0,0,161.03918952419446,"critical,deadline,high_priority,time_critical",17,5,.pdf
file_000331,manual_522.doc,1415,document,1,flexible,excellent,1415,2025-11-10T06:08:49.269793,46.08,False,70867536.59887552,3.4558655290414016e-05,4,4,213.42311299377374,,6,0,.doc
file_000332,backup_940.rar,52120,archive,3,normal,good,52120,2025-11-08T11:46:49.270030,24.0,True,23168391.71065035,0.0022417570419978714,0,0,294.44971599618174,,11,5,.rar
file_000333,podcast.aac,1224767,audio,1,flexible,excellent,1224767,2025-11-08T07:19:49.270337,26.400000000000002,True,56431136.88200258,0.02157035564766308,0,0,135.50601968829852,,7,5,.aac
file_000334,program_718_v8.js,499935,code,4,urgent,good,499935,2025-11-07T07:51:49.270514,151.2,True,26160596.58688492,0.019692273637501173,0,0,226.47974036395715,time_critical,7,4,.js
file_000335,logo_355.tiff,24681,image,2,normal,critical,24681,2025-11-11T05:40:49.270719,74.88000000000001,True,593437.5103429696,0.04500275875192061,0,0,276.3048919019129,,5,1,.tiff
file_000336,source_code_648.7z,19544555,archive,5,normal,poor,8388608,2025-10-20T01:18:49.270885,19.599999999999998,True,1306126.2918406634,13.86423167595024,0,0,23.945919588270126,high_priority,1,0,.7z
file_000337,file_603.dat,85708967,other,5,urgent,good,16777216,2025-11-14T09:13:49.271170,78.39999999999999,True,19760515.9533806,4.1042677134970935,0,0,29.470801805329184,"high_priority,time_critical",9,4,.dat
file_000338,manual_v1.docx,14695,document,5,normal,critical,14695,2025-11-10T19:55:49.271677,174.71999999999997,True,712307.9567924502,0.02050386817209634,0,0,190.16886058928986,high_priority,19,0,.docx
file_000339,source_code_853.tar,11704102,archive,3,background,excellent,4194304,2025-11-07T01:23:49.272068,10.0,True,50377921.91676955,0.2197005464654708,0,0,138.93627555356625,,1,4,.tar
file_000340,thumbnail_864.tiff,18325,image,2,normal,good,18325,2025-11-03T08:23:49.272307,57.6,True,18366532.425151173,0.0010719605961179545,0,0,75.6587767813362,,8,0,.tiff
file_000341,document.odt,43176541,document,1,flexible,critical,8388608,2025-11-09T17:42:49.272504,26.880000000000003,True,672349.9154547851,59.39597203157267,0,0,250.79205772583322,,17,6,.odt
file_000342,proposal_697.txt,3536360,document,1,flexible,excellent,3536360,2025-11-01T21:40:49.272710,42.24,True,55147610.8996872,0.061197311578226124,0,0,79.44811727447153,,21,5,.txt
file_000343,alert_notification.pdf,2820,emergency,5,urgent,fair,2820,2025-11-12T22:05:49.272901,200.0,True,14077390.914827336,0.0001833331257631913,0,0,197.49911144771684,"critical,deadline,high_priority,time_critical",22,2,.pdf
file_000344,presentation.txt,32346266,document,3,background,excellent,2097152,2025-10-18T00:33:49.273095,40.0,True,48880190.57664031,0.7115460423612465,0,0,197.15908913617028,,0,5,.txt
file_000345,podcast_v8.aac,1360657,audio,1,flexible,fair,1048576,2025-11-06T22:18:49.273288,26.400000000000002,True,12955714.37124913,0.1061097599882829,0,0,3.589697624663002,,22,3,.aac
file_000346,proposal_v3.doc,104075,document,3,normal,critical,104075,2025-10-18T11:59:49.273538,124.80000000000001,True,552958.2609747475,0.18496025804089516,0,0,130.22144570166,,11,5,.doc
file_000347,image.gif,2239498,image,4,normal,poor,2097152,2025-10-24T23:35:49.273739,102.96000000000001,True,2517596.130588944,0.9323157135259169,0,0,40.69959370993848,,23,4,.gif
file_000348,script_312_v2.html,107425,code,2,normal,poor,107425,2025-10-17T13:24:49.273955,93.60000000000001,True,1729472.8871468352,0.06740448111234217,0,0,25.475773684133387,,13,4,.html
file_000349,graphic.png,11465413,image,2,normal,critical,4194304,2025-11-01T18:53:49.274148,33.599999999999994,False,609324.4292981126,41.1442989058414,3,3,276.01843769089623,,18,5,.png
file_000350,podcast.aac,4795852,audio,5,normal,fair,4194304,2025-10-19T22:42:49.274346,77.0,True,12776842.555580502,0.4108105032170956,0,0,230.65637586269835,high_priority,22,6,.aac
file_000351,analysis_457.rtf,35870518,document,5,urgent,poor,4194304,2025-11-09T03:37:49.274541,109.75999999999998,True,2138697.609588038,17.695226941991145,0,0,80.71649944038955,"high_priority,time_critical",3,6,.rtf
file_000352,specification_20250222.docx,2092043,document,3,normal,critical,2092043,2025-10-30T20:07:49.274775,114.4,True,509951.4370741303,3.983503996092418,0,0,274.9532169039703,,20,3,.docx
file_000353,specification.docx,2109,document,2,normal,good,2109,2025-11-14T22:25:49.275074,76.80000000000001,False,15682059.440826608,0.00036080277519363966,3,3,14.020337916967229,,22,4,.docx
file_000354,diagram.jpeg,1138460,image,1,background,fair,1048576,2025-10-25T22:51:49.275280,19.8,True,13540416.982380856,0.08086761217840378,0,0,244.37119449038997,,22,5,.jpeg
file_000355,backup_193.7z,637404853,archive,2,normal,fair,4194304,2025-10-19T06:26:49.275531,14.4,True,10765221.164681923,63.359376717694715,0,0,10.319272229813315,,6,6,.7z
file_000356,backup_264.7z,22055973,archive,2,flexible,fair,16777216,2025-10-23T20:54:49.275740,12.8,True,6938232.6021809615,3.4658263562073204,0,0,214.0204771433428,,20,3,.7z
file_000357,contract_297.txt,37251531,document,5,urgent,poor,2097152,2025-11-11T17:36:49.275954,109.75999999999998,True,2692615.3622172894,13.949345364743671,0,0,189.03353544891795,"high_priority,time_critical",17,1,.txt
file_000358,logo_432.tiff,1865145,image,1,background,good,1865145,2025-10-22T21:14:49.276322,19.8,True,27088056.230077438,0.07329620975290241,0,0,254.05017504009527,,21,2,.tiff
file_000359,code.py,2328016,code,1,normal,fair,2328016,2025-11-06T03:17:49.276543,49.5,True,13051594.456530005,0.18226106762465977,0,0,92.60289119537298,,3,3,.py
file_000360,data_export_20250722.gz,21937,archive,5,urgent,good,21937,2025-10-31T06:59:49.276802,47.03999999999999,True,13334531.862879852,0.0017487693645535322,0,0,70.45450163165654,"high_priority,time_critical",6,4,.gz
file_000361,report_20250416.txt,493393,document,5,urgent,critical,493393,2025-11-04T10:00:49.277021,200.0,True,504147.5862373463,1.0135601289104172,0,0,192.13207104600295,"high_priority,time_critical",10,1,.txt
file_000362,presentation.doc,1188,document,1,background,poor,1188,2025-11-10T12:57:49.277219,37.44,True,1618578.2364013027,0.0007074051777098959,0,0,228.65349424762658,,12,0,.doc
file_000363,compressed_v9.zip,405319125,archive,4,urgent,critical,4194304,2025-11-05T21:50:49.277465,21.167999999999996,True,411427.1182762142,890.3208981038792,0,0,187.37567379380664,time_critical,21,2,.zip
file_000364,code.py,46942,code,4,normal,poor,46942,2025-10-18T17:00:49.277676,140.4,True,2658711.8062629355,0.01728737275010346,0,0,5.408333549841771,,17,5,.py
file_000365,critical_analysis_573_v4.docx,16991,emergency,2,urgent,critical,16991,2025-11-04T21:01:49.277914,174.71999999999997,True,565757.5533886546,0.0273908240974806,0,0,78.98231133001431,"critical,deadline,time_critical",21,1,.docx
file_000366,guide.odt,14540963,document,2,normal,excellent,8388608,2025-11-08T22:44:49.278128,64.0,True,49701599.07901753,0.28414049594813384,0,0,157.81725715035273,,22,5,.odt
file_000367,file_763_20250105.dat,11507615,other,3,flexible,critical,8388608,2025-10-24T07:02:49.278354,22.4,False,529317.8632524966,35.86364812461568,1,1,49.73061856469595,,7,4,.dat
file_000368,meeting.wav,6543526,audio,3,normal,poor,1048576,2025-11-03T16:42:49.278562,71.50000000000001,True,1879834.744955175,3.374401162011629,0,0,84.10119474532463,,16,0,.wav
file_000369,manual.pdf,63611438,document,2,background,good,2097152,2025-11-04T18:29:49.278750,32.0,True,27804899.01520274,2.4029533534722907,0,0,281.2430473329004,,18,1,.pdf
file_000370,document_772.docx,9226379,document,1,normal,poor,9226379,2025-11-01T18:50:49.278949,68.64,True,1996447.3886483535,4.326800790841549,0,0,148.04698382123357,,18,5,.docx
file_000371,image.jpeg,13689,image,1,background,poor,13689,2025-11-08T07:46:49.279152,28.08,True,2079661.9829219645,0.006499833582429692,0,0,105.71227493138332,,7,5,.jpeg
file_000372,movie.webm,463297687,video,4,normal,excellent,4194304,2025-10-26T14:22:49.279357,32.4,True,39739447.53460848,11.912949196054347,0,0,87.79412074255207,,14,6,.webm
file_000373,diagram_72_20251001.jpg,75538,image,3,normal,fair,75538,2025-10-21T14:00:49.279597,72.0,True,11580544.438116614,0.006490868049964751,0,0,161.01646573835947,,14,1,.jpg
file_000374,crisis_management.docx,552943,emergency,1,immediate,critical,552943,2025-11-05T07:57:49.279795,168.48,True,540893.5603524854,0.969306012593617,0,0,288.0342431550381,"critical,deadline,time_critical",7,2,.docx
file_000375,manual_706.odt,27103795,document,4,urgent,excellent,16777216,2025-11-07T19:33:49.280001,134.39999999999998,True,44401737.38195595,0.592705474054626,0,0,260.96617719836433,time_critical,19,4,.odt
file_000376,graphic.bmp,53627,image,3,normal,fair,53627,2025-11-11T16:43:49.280193,72.0,True,11594324.477982158,0.00459511760912396,0,0,247.46277039721292,,16,1,.bmp
file_000377,analysis_v4.txt,193266,document,1,normal,critical,193266,2025-11-13T05:09:49.280384,74.88,False,595306.6027039287,0.5554261197895124,3,3,245.95832140123366,,5,3,.txt
file_000378,document.rtf,16964901,document,2,background,fair,2097152,2025-11-04T03:08:49.280581,32.0,True,9308683.778237082,1.7810991062728356,0,0,271.64215194608374,,3,1,.rtf
file_000379,chart.jpg,152853,image,3,normal,poor,152853,2025-11-08T21:42:49.280768,93.60000000000001,True,2049803.5028693334,0.06811762210337342,0,0,279.02976350304687,,21,5,.jpg
file_000380,interview_v7.flac,434482,audio,1,flexible,poor,434482,2025-11-12T21:00:49.280958,37.440000000000005,False,2059553.3479468897,0.6109263260487279,3,3,116.70460583346912,,21,2,.flac
file_000381,backup_20250728.zip,7481,archive,2,normal,poor,7481,2025-11-02T03:41:49.281170,24.960000000000004,True,1511424.7831614732,0.005168002397882493,0,0,266.5625449430647,,3,6,.zip
file_000382,document_987_v5.rtf,1460800,document,3,flexible,poor,1460800,2025-11-02T04:01:49.281394,91.52000000000001,True,1812529.2471369866,0.7278236621898788,0,0,78.37354835325652,,4,6,.rtf
file_000383,audio_479.mp3,83329303,audio,3,flexible,fair,16777216,2025-10-29T20:53:49.281606,40.0,False,7446445.059447416,22.681946911743182,2,2,108.02097741648824,,20,2,.mp3
file_000384,banner_675.png,19847900,image,4,urgent,fair,2097152,2025-10-29T23:32:49.281810,100.8,True,9789565.66155457,1.8819688854383896,0,0,49.209968934461266,time_critical,23,2,.png
file_000385,proposal.rtf,19788425,document,4,urgent,good,16777216,2025-10-22T11:17:49.282008,134.39999999999998,True,26235440.053529117,0.8129380848281964,0,0,114.84799164809236,time_critical,11,2,.rtf
file_000386,conference.webm,198189500,video,2,normal,excellent,1048576,2025-11-15T00:07:49.282198,21.6,False,40634381.40454997,14.305493970378306,3,3,186.11048619671493,,0,5,.webm
file_000387,clip.webm,86252841,video,5,normal,good,1048576,2025-10-27T08:30:49.282390,42.0,True,13741619.966488749,5.921420788758861,0,0,57.449502069128364,high_priority,8,0,.webm
file_000388,summary_598.rtf,6255854,document,1,normal,fair,6255854,2025-10-24T17:53:49.282585,52.8,True,9966012.20585427,0.5779829841711114,0,0,50.15642183733701,,17,4,.rtf
file_000389,compressed.gz,132753857,archive,2,normal,critical,16777216,2025-11-06T21:48:49.282776,10.08,True,377170.25762123475,338.8245258014736,0,0,63.546070433722626,,21,3,.gz
file_000390,application_153.cpp,2578151,code,4,urgent,good,2578151,2025-11-15T23:41:49.282965,138.6,False,19562593.351253174,0.23598730457942527,1,1,228.2083709883551,time_critical,23,5,.cpp
file_000391,conference.avi,6301310,video,1,normal,excellent,6301310,2025-11-04T14:07:49.283156,19.8,True,32004824.520786863,0.1780680537402744,0,0,191.54565607902958,,14,1,.avi
file_000392,music_20250805.ogg,145009,audio,1,normal,fair,145009,2025-11-08T01:11:49.283386,36.0,True,11362900.59680402,0.013132310036311922,0,0,182.79676042402647,,1,5,.ogg
